City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
348,Bay Roberts,CA,47.5999,-53.2648,38.34,90,100,3.0,moderate rain
349,Molokovo,RU,58.1661,36.7628,45.7,75,95,15.97,overcast clouds
350,Belyy Yar,RU,53.6039,91.3903,24.69,93,75,13.42,shower snow
351,Tezu,IN,27.9167,96.1667,60.37,41,32,4.25,scattered clouds
352,Mopipi,BW,-21.1833,24.8833,82.17,35,67,5.14,broken clouds
353,North Bend,US,43.4065,-124.2243,56.86,91,90,6.91,overcast clouds
354,Kieta,PG,-6.2167,155.6333,84.06,61,61,4.81,broken clouds
355,Nata,PA,8.3333,-80.5167,82.27,87,70,3.78,broken clouds
356,Sakleshpur,IN,12.9667,75.7833,65.19,97,99,3.42,overcast clouds
357,Taywarah,AF,33.35,64.4167,33.42,72,86,2.66,overcast clouds
358,La Tuque,CA,47.4334,-72.7824,37.65,56,35,1.14,scattered clouds
359,Sydney Mines,CA,46.2367,-60.2177,43.18,78,75,5.99,broken clouds
360,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.94,84,3,8.63,clear sky
361,Tremedal,BR,-14.9758,-41.4108,70.97,96,100,0.67,overcast clouds
362,Greer,US,34.9387,-82.2271,48.18,79,1,1.99,clear sky
363,Santa Cruz,BO,-17.8,-63.1667,67.46,94,75,17.27,broken clouds
364,Arman,RU,59.7,150.1667,25.02,95,100,6.17,light snow
365,Huanren,CN,41.2647,125.3667,44.92,94,15,2.19,few clouds
366,Dingle,PH,10.9995,122.6711,78.71,89,84,4.36,broken clouds
367,Makinsk,KZ,52.6292,70.4169,21.09,59,96,14.72,light snow
368,Maumere,ID,-8.6199,122.2111,82.72,78,99,5.28,overcast clouds
369,Bilibino,RU,68.0546,166.4372,-13.5,100,78,4.18,broken clouds
370,Leeuwarden,NL,53.2014,5.8086,50.0,92,75,6.91,broken clouds
371,Piacabucu,BR,-10.4056,-36.4344,79.29,83,91,11.36,overcast clouds
372,Qurayyat,SA,31.3318,37.3428,55.58,50,0,4.61,clear sky
373,Half Moon Bay,US,37.4636,-122.4286,66.72,70,1,1.01,haze
374,Ozoir-La-Ferriere,FR,48.767,2.6687,43.38,95,27,1.14,scattered clouds
375,Hambantota,LK,6.1241,81.1185,77.34,100,40,3.44,scattered clouds
376,Peniche,PT,39.3558,-9.3811,56.62,77,1,13.42,clear sky
377,Fonte Boa,BR,-2.4959,-66.2662,75.9,95,73,2.15,broken clouds
378,Kalevala,RU,65.2,31.1667,38.48,97,100,4.43,overcast clouds
379,Torrington,US,41.8007,-73.1212,43.29,65,3,1.01,clear sky
380,Vung Tau,VN,10.346,107.0843,79.57,82,58,8.86,broken clouds
381,Ambilobe,MG,-13.2,49.05,72.48,83,30,2.33,scattered clouds
382,Karpathos,GR,35.507,27.2132,67.96,83,97,10.36,overcast clouds
383,Yaan,NG,7.3833,8.5667,77.41,82,68,5.88,broken clouds
384,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,71,20,11.99,few clouds
385,Zhaotong,CN,27.3167,103.7167,46.31,90,61,2.53,broken clouds
386,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.59,74,20,8.95,few clouds
387,Bolobo,CD,-2.1667,16.2333,72.39,95,43,1.97,light rain
388,Rawson,AR,-43.3002,-65.1023,54.41,57,0,15.17,clear sky
389,Sao Filipe,CV,14.8961,-24.4956,80.35,70,27,9.53,scattered clouds
390,Cabedelo,BR,-6.9811,-34.8339,81.27,83,20,12.66,few clouds
391,Laja,CL,-37.2667,-72.7,59.79,40,0,3.38,clear sky
392,Dawlatabad,AF,36.4141,64.9053,34.45,22,15,3.27,few clouds
393,Hit,IQ,33.6416,42.8251,70.27,37,0,14.36,clear sky
394,Muzhi,RU,65.3667,64.6667,25.93,96,96,7.61,overcast clouds
395,Starogard Gdanski,PL,53.964,18.5264,48.04,100,96,14.9,overcast clouds
396,Trairi,BR,-3.2778,-39.2689,80.82,78,100,9.95,overcast clouds
397,Camacha,PT,33.0833,-16.3333,63.82,63,75,13.8,broken clouds
398,Talnakh,RU,69.4865,88.3972,-8.28,99,97,1.9,overcast clouds
399,Insar,RU,53.8653,44.3738,45.54,79,100,20.47,overcast clouds
400,Millinocket,US,45.6573,-68.7098,37.42,64,1,0.0,clear sky
401,Japura,ID,-0.3167,102.35,73.58,98,100,2.62,overcast clouds
402,Pervomayskiy,RU,53.2485,40.2871,50.34,90,100,17.96,overcast clouds
403,Darhan,MN,49.4867,105.9228,11.55,44,0,6.91,clear sky
404,Cahors,FR,44.4167,1.3333,40.5,94,4,4.21,clear sky
405,Cabrobo,BR,-8.5142,-39.31,84.29,50,98,3.89,overcast clouds
406,Torbay,CA,47.6666,-52.7314,37.58,91,90,8.05,moderate rain
407,Rio Gallegos,AR,-51.6226,-69.2181,62.65,29,0,13.8,clear sky
408,Troy,US,42.6056,-83.1499,44.55,69,1,1.01,clear sky
409,Nizwa,OM,22.9333,57.5333,69.35,55,0,0.94,clear sky
410,Acurenam,GQ,1.0322,10.6488,68.36,99,100,2.86,light rain
411,La Ligua,CL,-32.4524,-71.2311,55.18,54,0,4.59,clear sky
412,Tura,IN,25.5198,90.2201,60.85,92,61,3.47,broken clouds
413,Hohhot,CN,40.8106,111.6522,25.09,68,75,13.42,snow
414,Calamar,CO,10.2511,-74.9146,78.73,88,85,6.93,overcast clouds
415,The Valley,AI,18.217,-63.0578,82.54,74,40,12.66,scattered clouds
416,Port Macquarie,AU,-31.4333,152.9167,73.89,63,33,10.0,scattered clouds
417,Holme,DK,56.1138,10.1725,48.06,86,100,17.22,overcast clouds
418,Esperance,AU,-33.8667,121.9,55.24,64,100,9.64,overcast clouds
419,Seymchan,RU,62.8833,152.4333,1.96,92,87,2.89,overcast clouds
420,Chokwe,MZ,-24.5333,32.9833,76.32,78,60,10.31,broken clouds
421,Sulangan,PH,11.1373,123.7228,82.58,77,72,7.38,broken clouds
422,Chlorakas,CY,34.8042,32.4083,63.48,68,31,10.36,scattered clouds
423,Jawhar,SO,2.7809,45.5005,74.59,89,3,5.41,clear sky
424,Mundra,IN,22.85,69.7333,78.75,43,81,8.59,broken clouds
425,Yar-Sale,RU,66.8333,70.8333,18.01,89,63,8.68,broken clouds
426,Chirgaon,IN,25.5833,78.8167,66.76,46,70,3.15,broken clouds
427,Kangaatsiaq,GL,68.3065,-53.4641,20.07,66,4,11.97,clear sky
428,Miraflores,MX,19.2167,-98.8083,69.03,42,36,1.95,scattered clouds
429,Nishihara,JP,26.1842,127.7558,76.68,78,75,21.85,broken clouds
430,Ilulissat,GL,69.2167,-51.1,24.82,50,62,3.44,broken clouds
431,Paamiut,GL,61.994,-49.6678,28.69,86,89,9.57,overcast clouds
432,Tete,MZ,-16.1564,33.5867,83.97,43,6,7.81,clear sky
433,Kishi,NG,9.0833,3.85,79.23,54,79,3.8,broken clouds
434,Kuybysheve,UA,47.358,36.6491,49.86,89,96,8.72,overcast clouds
435,Alakurtti,RU,66.9672,30.3491,32.63,99,100,2.82,light snow
436,Morondava,MG,-20.2833,44.2833,73.04,65,0,7.29,clear sky
437,Aleppo,SY,36.25,37.5,65.21,30,0,6.42,clear sky
438,Bull Savanna,JM,17.8868,-77.5902,77.92,81,19,8.05,few clouds
439,Semirom,IR,31.4167,51.5667,41.23,84,99,2.59,overcast clouds
440,Bradeanu,RO,44.9333,26.85,59.97,63,89,4.29,overcast clouds
441,Chiredzi,ZW,-21.05,31.6667,76.06,61,98,5.37,overcast clouds
442,Makamba,BI,-4.1348,29.804,62.87,77,83,3.83,broken clouds
443,Beringovskiy,RU,63.05,179.3167,1.06,81,59,5.28,broken clouds
444,Beloha,MG,-25.1667,45.05,65.55,75,0,12.8,clear sky
445,Tabou,CI,4.423,-7.3528,78.73,86,52,6.69,broken clouds
446,Esso,RU,55.9333,158.7,18.01,97,65,3.6,broken clouds
447,Pangkalanbuun,ID,-2.6833,111.6167,75.97,94,77,1.59,broken clouds
448,Sibolga,ID,1.7427,98.7792,75.7,90,100,1.45,overcast clouds
449,Podgornoye,RU,51.735,39.1496,50.22,93,90,11.18,mist
450,Payo,ID,-3.7508,103.6372,72.9,98,100,2.89,light rain
451,Rongcheng,CN,30.634,117.8517,64.31,97,99,3.33,overcast clouds
452,Ixtapa,MX,20.7,-105.2,83.23,80,50,5.01,scattered clouds
453,Mnogovershinnyy,RU,53.9353,139.9242,27.79,91,100,6.22,overcast clouds
454,Gat,IL,31.61,34.7642,73.4,60,0,3.33,clear sky
455,La Reforma,MX,25.0833,-108.05,90.75,48,39,8.79,scattered clouds
456,Tazovskiy,RU,67.4667,78.7,3.7,100,95,2.3,overcast clouds
457,Champasak,LA,14.75,106.0,71.53,99,50,1.61,scattered clouds
458,Novyy Urengoy,RU,66.0833,76.6333,12.07,95,52,7.14,broken clouds
459,Viedma,AR,-40.8135,-62.9967,58.95,41,0,10.98,clear sky
460,Visnes,NO,59.3556,5.2242,52.21,93,100,26.46,light rain
461,Dubovskoye,RU,47.4092,42.7575,49.37,74,26,13.06,scattered clouds
462,Isangel,VU,-19.55,169.2667,80.71,74,75,9.22,light rain
463,Coquimbo,CL,-29.9533,-71.3436,56.93,82,40,8.05,scattered clouds
464,Kapoeta,SS,4.7717,33.5903,82.24,40,94,1.57,overcast clouds
465,Port Blair,IN,11.6667,92.75,78.84,83,40,1.14,mist
466,Chernyshevskiy,RU,63.0128,112.4714,12.25,88,100,13.73,light snow
467,Saint-Louis,SN,16.3333,-15.0,85.64,17,22,10.33,few clouds
468,Aguimes,ES,27.9054,-15.4461,67.01,72,75,21.85,broken clouds
469,Bocas Del Toro,PA,9.3333,-82.25,82.08,78,18,6.8,few clouds
470,Necochea,AR,-38.5473,-58.7368,52.03,64,93,8.93,overcast clouds
471,Ojinaga,MX,29.5667,-104.4167,79.57,31,1,3.44,clear sky
472,Otjimbingwe,NA,-22.35,16.1333,72.72,26,42,2.15,scattered clouds
473,Birmitrapur,IN,22.4,84.7667,60.42,62,89,2.84,overcast clouds
474,College,US,64.8569,-147.8028,26.91,82,90,0.0,overcast clouds
475,Mariental,NA,-24.6333,17.9667,71.11,18,0,10.96,clear sky
476,Mackay,AU,-21.15,149.2,82.69,61,18,10.36,few clouds
477,Flin Flon,CA,54.7682,-101.865,39.04,87,75,0.0,broken clouds
478,Rock Sound,BS,24.9,-76.2,80.17,80,87,10.27,overcast clouds
479,Kemijarvi,FI,66.7131,27.4306,34.27,99,100,3.06,light rain
480,Liwale,TZ,-9.7667,37.9333,69.33,81,1,2.86,clear sky
481,Rudnyy,KZ,52.9594,63.1206,29.61,38,91,12.21,overcast clouds
482,Daudnagar,IN,25.0333,84.4,59.18,63,85,4.23,overcast clouds
483,Sibu,MY,2.3,111.8167,75.51,100,20,1.14,few clouds
484,Salinas,US,36.6777,-121.6555,69.82,64,1,11.5,haze
485,Mackenzie,CA,55.2999,-123.1698,37.62,100,90,5.75,overcast clouds
486,Skibbereen,IE,51.55,-9.2667,48.0,85,92,8.95,overcast clouds
487,Seoul,KR,37.5683,126.9778,53.04,90,1,3.44,mist
488,Beyneu,KZ,45.3167,55.2,32.67,59,2,9.98,clear sky
489,The Pas,CA,53.8251,-101.2541,44.62,70,90,2.3,overcast clouds
490,Mildura,AU,-34.2,142.15,75.16,38,75,10.36,broken clouds
491,Iranduba,BR,-3.2847,-60.1861,88.09,58,99,0.13,overcast clouds
492,Murgab,TM,37.4966,61.9714,24.67,63,7,0.0,clear sky
493,Turochak,RU,52.2576,87.1224,15.91,88,100,1.9,overcast clouds
494,Tucuma,BR,-0.1833,-50.05,80.38,78,86,8.9,overcast clouds
495,Buraydah,SA,26.326,43.975,68.45,40,0,7.87,clear sky
496,Eldorado,BR,-23.7869,-54.2836,75.07,74,41,3.15,light rain
497,Bow Island,CA,49.8668,-111.3684,54.61,35,0,12.66,clear sky
498,Boa Vista,BR,2.8197,-60.6733,87.78,51,0,5.75,clear sky
499,Kashi,CN,39.4547,75.9797,40.23,32,90,8.95,dust
500,Krasnoselkup,RU,65.7,82.4667,1.06,100,86,3.74,overcast clouds
501,Carbondale,US,37.7273,-89.2168,50.29,58,1,3.44,clear sky
502,Shebunino,RU,46.4339,141.8603,43.25,71,6,4.47,clear sky
503,Manacor,ES,39.5696,3.2096,56.32,66,100,27.76,overcast clouds
504,Khandyga,RU,62.6667,135.6,5.54,95,100,5.21,overcast clouds
505,Mount Gambier,AU,-37.8333,140.7667,67.91,64,90,11.5,overcast clouds
506,Pierre,US,44.3683,-100.351,65.32,40,1,14.97,clear sky
507,Port Lincoln,AU,-34.7333,135.8667,64.18,76,67,12.86,broken clouds
508,Rogers,US,36.3668,-95.5836,56.88,58,1,0.0,clear sky
509,La Palma,US,33.8464,-118.0467,90.91,70,75,1.01,haze
510,Jackson,US,42.4165,-122.8345,50.95,92,90,0.0,light rain
511,Erenhot,CN,43.6475,111.9767,13.87,88,100,13.56,light snow
512,Samfya,ZM,-11.3649,29.5565,73.26,31,65,8.37,broken clouds
513,Yatou,CN,37.15,122.3833,60.62,68,98,6.73,light rain
514,Duluth,US,46.7833,-92.1066,56.46,56,1,3.0,clear sky
515,Sinnamary,GF,5.3833,-52.95,78.71,88,100,10.16,light rain
516,Mahajanga,MG,-15.7167,46.3167,80.62,83,20,4.61,light rain
517,Hearst,CA,49.6835,-83.6665,46.65,83,91,11.9,overcast clouds
518,Moindou,NC,-21.6924,165.677,76.95,59,89,8.9,overcast clouds
519,Makakilo City,US,21.3469,-158.0858,86.32,58,75,11.5,broken clouds
520,Ponta Delgada,PT,37.7333,-25.6667,70.5,83,75,21.85,broken clouds
521,Boyarka,UA,50.3191,30.2973,54.75,81,90,8.95,overcast clouds
522,Saharsa,IN,25.8833,86.6,64.33,67,50,3.53,scattered clouds
523,Edd,ER,13.9297,41.6925,82.22,56,22,10.2,few clouds
524,Fukue,JP,32.6881,128.8419,62.96,77,75,4.61,light rain
525,Prince Rupert,CA,54.3161,-130.3201,47.89,76,92,32.21,overcast clouds
526,Port Moresby,PG,-9.4431,147.1797,85.42,66,20,4.61,few clouds
527,Tocopilla,CL,-22.092,-70.1979,64.87,70,15,7.7,few clouds
528,Taybad,IR,34.74,60.7756,29.35,28,29,7.92,scattered clouds
529,Gobabis,NA,-22.45,18.9667,73.89,16,100,7.76,overcast clouds
530,Atasu,KZ,48.6814,71.6433,18.99,33,40,2.44,scattered clouds
531,Colonia Leopoldina,BR,-8.9089,-35.725,80.42,89,72,5.66,broken clouds
532,Antalaha,MG,-14.9003,50.2788,69.75,88,10,5.64,clear sky
533,Cherskiy,RU,68.75,161.3,3.51,87,100,9.08,overcast clouds
534,Maniitsoq,GL,65.4167,-52.9,24.4,56,100,9.17,overcast clouds
535,Shirdi,IN,19.7667,74.4833,70.56,65,96,6.02,overcast clouds
536,Daru,PG,-9.0763,143.2092,84.38,72,45,9.69,scattered clouds
537,Husavik,IS,66.0449,-17.3389,28.31,85,45,6.91,scattered clouds
538,Kayakent,RU,42.3874,47.903,46.33,74,9,12.33,clear sky
539,Mecca,SA,21.4267,39.8261,78.49,57,5,2.95,clear sky
540,Praia,CV,14.9215,-23.5087,77.54,83,40,13.8,scattered clouds
541,Kasongo-Lunda,CD,-6.4667,16.8167,69.53,98,37,1.07,light rain
542,Aksarka,RU,66.5606,67.7975,17.35,96,99,6.44,overcast clouds
543,Marsabit,KE,2.3284,37.9899,68.9,58,14,16.62,few clouds
544,Ketchikan,US,55.3422,-131.6461,46.87,66,90,27.63,light rain
545,Karratha,AU,-20.7377,116.8463,85.35,34,8,6.2,clear sky
546,Ishinomaki,JP,38.4167,141.3,50.0,75,1,3.91,clear sky
547,Camana,PE,-16.6228,-72.7111,65.03,82,46,7.02,scattered clouds
548,Bac Lieu,VN,9.285,105.7244,79.86,86,99,7.83,overcast clouds
549,Boende,CD,-0.2167,20.8667,70.7,97,19,1.21,light rain
550,Wilmington,US,34.2257,-77.9447,49.91,62,1,9.22,clear sky
551,Emerald,AU,-23.5333,148.1667,80.74,57,75,12.66,broken clouds
552,Ak-Dovurak,RU,51.1833,90.6,7.9,54,100,1.63,overcast clouds
553,Barstow,US,34.8986,-117.0228,83.48,27,7,2.93,clear sky
554,Berlevag,NO,70.8578,29.0864,36.59,98,100,23.33,light rain
555,Cap Malheureux,MU,-19.9842,57.6142,75.69,82,2,1.99,clear sky
556,Hurricane,US,37.1753,-113.2899,74.7,31,0,1.1,clear sky
557,Dudinka,RU,69.4058,86.1778,-13.45,100,97,2.86,overcast clouds
558,San Ignacio,BZ,17.1561,-89.0714,73.54,94,0,0.0,clear sky
559,Cumbum,IN,9.7333,77.3,70.65,94,95,4.63,overcast clouds
560,Chumikan,RU,54.7183,135.315,28.09,77,100,24.09,overcast clouds
561,Tigil,RU,57.8,158.6667,23.61,95,80,4.56,broken clouds
562,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,75.88,91,79,1.03,broken clouds
563,Bardiyah,LY,31.7561,25.0865,69.89,79,0,5.93,clear sky
564,Esik,KZ,43.3552,77.4525,4.42,54,0,7.38,clear sky
565,Aklavik,CA,68.2191,-135.0107,20.23,93,90,9.22,mist
566,Heihe,CN,50.2441,127.4902,16.38,46,100,13.62,overcast clouds
567,Mayumba,GA,-3.432,10.6554,77.02,86,100,2.42,overcast clouds
568,Quatre Cocos,MU,-20.2078,57.7625,75.31,86,30,12.37,scattered clouds
569,Panguna,PG,-6.3164,155.4848,81.99,49,54,3.71,broken clouds
570,Grand-Bourg,GP,15.8835,-61.3148,78.75,70,34,15.79,scattered clouds
571,Auki,SB,-8.7676,160.7034,86.77,60,75,2.51,broken clouds
572,Koshurnikovo,RU,54.1667,93.3,15.13,94,100,4.54,light snow
573,Hasaki,JP,35.7333,140.8333,57.29,57,1,12.37,clear sky
574,Kysyl-Syr,RU,63.8986,122.7617,11.14,94,100,9.13,light snow
575,Villa Carlos Paz,AR,-31.4241,-64.4978,53.38,77,100,3.0,light rain
576,Vizianagaram,IN,18.1167,83.4167,76.51,86,100,4.88,overcast clouds
577,Ilheus,BR,-14.7889,-39.0494,80.42,89,0,3.44,clear sky
578,Mozarlandia,BR,-14.7447,-50.5706,74.7,90,100,4.88,overcast clouds
579,Dolores,AR,-36.3132,-57.6792,52.09,64,100,12.24,overcast clouds
580,Sabang,ID,5.8933,95.3214,79.39,82,100,7.49,light rain
581,Kagoro,NG,9.6,8.3833,69.73,53,4,1.32,clear sky
582,Skrunda,LV,56.6833,22.0167,47.86,84,98,9.17,overcast clouds
583,Bud,US,39.447,-86.1758,46.58,72,0,5.19,clear sky
584,Magadan,RU,59.5667,150.8,27.25,95,100,7.02,light snow
585,Vargem Grande Do Sul,BR,-21.8322,-46.8936,79.25,60,12,3.83,few clouds
586,Kovur,IN,14.4833,79.9833,74.82,96,100,4.92,overcast clouds
587,General Roca,AR,-39.0333,-67.5833,70.2,17,86,12.46,overcast clouds
588,Taunton,GB,51.0211,-3.1047,52.9,85,99,6.58,overcast clouds
589,Vestmanna,FO,62.1564,-7.1664,38.32,93,75,1.14,broken clouds
590,Guerrero,MX,17.6667,-100.0,66.83,92,81,1.66,broken clouds
591,Manoel Urbano,BR,-8.8389,-69.2597,74.44,82,89,2.62,overcast clouds
592,Kaeo,NZ,-35.1,173.7833,68.41,66,96,4.83,overcast clouds
593,Qui Nhon,VN,13.7667,109.2333,74.64,87,56,4.9,broken clouds
594,Plouzane,FR,48.3833,-4.6167,48.25,93,75,3.44,broken clouds
595,Roald,NO,62.5833,6.1333,46.0,81,40,18.41,scattered clouds
596,Xalpatlahuac,MX,17.4667,-98.6167,63.07,73,72,1.43,broken clouds
597,Haimen,CN,23.1935,116.6142,71.49,82,4,2.53,clear sky
598,Udachnyy,RU,66.4167,112.4,1.58,94,20,12.06,few clouds
599,Babu,CN,24.4167,111.5167,74.77,90,38,2.89,scattered clouds
600,Den Helder,NL,52.9599,4.7593,53.98,83,90,14.0,overcast clouds
601,Majagual,CO,8.5389,-74.6204,76.21,95,51,2.42,broken clouds
602,Mareeba,AU,-17.0,145.4333,84.33,62,51,8.34,broken clouds
603,Suozhen,CN,36.9539,118.1047,59.94,81,92,7.72,overcast clouds
604,Dunedin,NZ,-45.8742,170.5036,57.79,62,93,14.0,overcast clouds
605,Ambovombe,MG,-25.1667,46.0833,67.05,69,2,14.23,clear sky
606,Aasiaat,GL,68.7098,-52.8699,5.9,87,58,7.05,broken clouds
607,Ipueiras,BR,-7.0333,-40.45,79.83,52,98,0.98,overcast clouds
608,Dandong,CN,40.1292,124.3947,52.81,81,14,3.76,few clouds
609,Mana,GF,5.6592,-53.7767,79.14,87,100,9.15,overcast clouds
610,Waipawa,NZ,-41.4122,175.5153,55.02,97,100,9.15,overcast clouds
611,Novoukrainskiy,RU,44.8969,38.0522,46.58,87,56,2.51,broken clouds
612,Pastavy,BY,55.1168,26.8326,44.89,79,100,13.65,overcast clouds
613,Shimanovsk,RU,52.0,127.7,18.82,32,67,14.27,broken clouds
614,Labuhan,ID,-6.8844,112.2051,80.51,80,100,5.82,overcast clouds
615,San Juan,AR,-31.5375,-68.5364,66.67,22,77,7.34,broken clouds
616,Constitucion,CL,-35.3333,-72.4167,52.86,84,0,9.01,clear sky
617,Asau,RO,46.4333,26.4,55.76,91,66,3.04,broken clouds
618,Zheleznodorozhnyy,RU,55.7503,38.0042,54.95,80,100,11.41,light rain
619,Kroya,ID,-7.6331,109.2461,80.06,84,97,2.04,overcast clouds
620,Bayan,CN,46.0833,127.4,33.01,65,91,16.15,overcast clouds
621,Tacoronte,ES,28.4769,-16.4102,63.25,67,75,4.0,broken clouds
622,Sambava,MG,-14.2667,50.1667,71.15,91,29,7.58,scattered clouds
623,Harper,LR,4.375,-7.7169,78.42,87,62,7.45,broken clouds
624,Stromness,GB,58.965,-3.296,50.88,87,100,10.0,overcast clouds
625,Rudnogorsk,RU,57.2639,103.7519,15.62,81,100,11.36,overcast clouds
626,Pitimbu,BR,-7.4706,-34.8086,81.19,83,47,12.77,scattered clouds
627,Banyumas,ID,-7.5142,109.2942,80.26,83,92,0.72,overcast clouds
628,Gallup,US,35.5281,-108.7426,70.56,18,1,3.44,clear sky
629,Kohima,IN,25.6667,94.1167,50.2,78,48,3.09,scattered clouds
630,Blagoyevo,RU,63.3667,47.9167,41.85,94,100,11.3,overcast clouds
631,Basco,PH,20.4487,121.9702,82.09,81,79,17.52,broken clouds
632,Bantogon,PH,6.5333,124.0333,81.95,72,81,4.09,broken clouds
633,Ewa Beach,US,21.3156,-158.0072,87.75,57,75,17.0,broken clouds
634,Honggang,CN,46.4667,124.8667,29.64,30,98,16.08,light snow
635,Padang,ID,-0.9492,100.3543,77.05,85,100,3.62,overcast clouds
636,Sonoita,MX,31.85,-112.8333,91.53,16,25,7.16,scattered clouds
637,Zhigansk,RU,66.7697,123.3711,5.58,94,100,24.45,light snow
638,Belaya Gora,RU,68.5333,146.4167,-3.21,91,96,2.82,overcast clouds
639,Chifeng,CN,42.2683,118.9636,31.5,47,94,15.99,light snow
640,Mangai,CD,-4.05,19.5333,68.94,98,19,0.54,few clouds
641,Trincomalee,LK,8.5711,81.2335,77.65,84,93,10.54,overcast clouds
642,Shishou,CN,29.7226,112.419,63.66,86,100,8.9,overcast clouds
643,Nanortalik,GL,60.1432,-45.2371,31.48,79,98,3.87,overcast clouds
644,Tukan,RU,53.8409,57.4552,25.14,50,98,6.38,overcast clouds
645,Oranjemund,NA,-28.55,16.4333,58.32,92,69,10.2,broken clouds
646,Toamasina,MG,-18.1667,49.3833,75.2,94,75,3.44,broken clouds
647,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,54.28,96,100,10.16,overcast clouds
648,Hofn,IS,64.2539,-15.2082,38.37,71,97,13.65,overcast clouds
649,Haftoni,AZ,38.7632,48.7622,44.31,87,90,2.3,overcast clouds
650,Narsaq,GL,60.9167,-46.05,26.82,88,100,7.78,overcast clouds
651,Huaidian,CN,33.4333,115.0333,60.04,90,64,7.27,broken clouds
652,San Quintin,MX,30.4833,-115.95,68.61,72,13,6.96,few clouds
653,Gambela,ET,8.25,34.5833,71.35,80,84,4.56,broken clouds
654,Trinidad,BO,-14.8333,-64.9,80.58,83,90,10.36,moderate rain
655,Tucumcari,US,35.1717,-103.725,76.84,18,1,0.0,clear sky
656,Nouakchott,MR,18.0858,-15.9785,76.93,49,72,12.86,broken clouds
657,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.06,79,77,1.52,moderate rain
658,Swakopmund,NA,-22.6833,14.5333,59.41,86,6,11.32,clear sky
659,Moss Vale,AU,-34.55,150.3833,63.16,61,78,6.46,broken clouds
660,Shasta Lake,US,40.6804,-122.3708,56.44,88,100,1.66,moderate rain
661,Egvekinot,RU,66.3167,-179.1667,-5.24,81,1,5.73,clear sky
662,Fernie,CA,49.5,-115.0687,48.61,92,75,4.12,broken clouds
663,Tello,CO,3.0669,-75.1378,74.97,80,47,3.78,scattered clouds
664,Wasilla,US,61.5814,-149.4394,36.01,82,90,3.44,overcast clouds
665,Dicabisagan,PH,17.0818,122.4157,82.18,77,8,3.15,clear sky
666,Kiunga,PG,-6.1219,141.2906,77.04,96,100,3.06,overcast clouds
667,Bambanglipuro,ID,-7.95,110.2833,80.76,78,86,1.88,overcast clouds
668,Kita,ML,13.0349,-9.4895,82.15,44,89,2.46,overcast clouds
669,Male,MV,4.1748,73.5089,80.55,89,90,12.66,overcast clouds
670,La Ronge,CA,55.1001,-105.2842,39.45,70,90,2.3,overcast clouds
671,Portland,US,45.5234,-122.6762,57.52,67,40,1.99,scattered clouds
672,Mirnyy,RU,62.5353,113.9611,12.25,86,100,14.61,overcast clouds
673,Ferme-Neuve,CA,46.7001,-75.4493,35.38,87,26,5.28,scattered clouds
674,Vernon,CA,50.2581,-119.2691,49.75,71,93,8.05,overcast clouds
675,Santa Lucia,ES,27.9117,-15.5407,62.11,67,75,21.85,broken clouds
676,Camapua,BR,-19.5314,-54.0439,81.45,56,67,0.87,broken clouds
677,Johi,PK,26.6921,67.6133,75.9,23,42,5.37,scattered clouds
